Unnamed: 0,company,woKey,woK,ey,woLine,mfg,mfgName,equipTypeDescription,model,woDate,installDate,woComment,woComment1,woComment2,woComment3,woComment4,itemNo,mfgCode,mfgDescription,ItemDescription,qtyInvoiced,netPrice,woComment4_clean,woComment3_clean,woComment2_clean,woComment1_clean,woComment_clean,combined_technician_comments
612555,WHA,WHA815463,WHA,815463,2,HAT,HATCO,RETHERMALIZER,FFR2-M9B,10/29/2019,10/29/2019,"SOUP THERMELIZER NOT WORKING AT ALL.  . RANDELL UNITS HAVE 5 YR EXTENDED WARRANTY - CALL MFG FROM SITE FOR NC PARTS #888-994-7636   MUST USE *PAND* IN THE BILL TYPE ON ""PANINI"".",,10-29-19 CHECKED UNIT DRAIN SWITCH WAS GOOD AND GETTING POWER TO WATER LEVEL BOARD BUT NOTHING IS HAPPENING CHANGED WATER LEVEL BOARD AND WATER PROBE THEN TESTED UNIT IS WORKING UP TO TEMP AND READY FOR SERVICE.,,,HATR02.01.212.00,HAT,HATCO,"KIT,LWCO BOARD 24V W/DELAY",1,106,,,check unit drain switch good get power water level board happen change water level board water probe test unit work temp ready service,,soup thermelizer not work randell unit yr extended warranty mfg site nc part use pand bill type panini,check unit drain switch good get power water level board happen change water level board water probe test unit work temp ready service
619096,WHA,WHA821510,WHA,821510,7,VHL,VULCAN HART,GAS RANGE,260L77R,11/14/2019,11/14/2019,***11/25/19 JJ- PARTS IN MH BIN***  UNIT NOT WORKING - HOT SIDE STOVE INSPECTED BY FIRE DEPT FOR GAS SMELL,"11/26/19.  MTH.   ARRIVED AT SITE, REMOVED FAULTY PILOTS, AND ORIFICES ON UNIT GRIDDLE. INSTALLED NEW PILOTS AND ORIFICES. REMOVED FAULTY VALVE, PILOT ASSEMBLY, AND THERMOCOUPLE ON RIGHT OVEN. INSTALLED NEW VALVE, PILOT  ASSEMBLY, AND THERMOCOUPLE. REMOVED FAULTY PILOT ASSEMBLY AND THERMOCOUPLE ON LEFT OVEN. INSTALLED NEW PILOT ASSEMBLY, AND THERMOCOUPLE. TESTED UNIT, RIGHT SIDE OVEN PILOT WAS EXTREMELY LARGE AND LOUD(GAS PRESSURE HIGH) STATIC W.C. 9.44. DIALED PRESSURE DOWN AT UNIT REGULATOR, W.C. 6.13. UNIT OPERATION GOOD. JOB COMPLETE.   ***ESTIMATES ARE +/- 10% AND +/- ONE HOUR OF LABOR. THIS JOB IS QUOTED FOR NORMAL BUSINESS HOURS (8AM-5PM, MON-FRI) UNLESS OTHERWISE NOTED. ALL WORK BEFORE 8AM OR AFTER 5PM WILL BE CHARGED AT OVERTIME RATES. ALL FREIGHT IS BASED ON GROUND SHIPPING, TAKING 5-10 DAYS. EXPEDITED SHIPPING WILL INCUR ADDITIONAL CHARGES. THIS ESTIMATE IS IN EFFECT FOR 10 BUSINESS DAYS FROM THE DATE OF ESTIMATE.***  11/25- COMPLETE- LCS 11/22- PARTIAL- LCS 11/18- PARTIAL- LCS 11/18/19 TJH- TOM SAID IF PARTS COME IN THIS WEEK, THEY CAN NOT HAVE REPAIRS THIS TUES/WEDS** 11/15- TOM COOPER EMAILED APPROVAL OF QUOTE- LCS","11/26/19.  MTH.   ARRIVED AT SITE, REMOVED FAULTY PILOTS, AND ORIFICES ON UNIT GRIDDLE. INSTALLED NEW PILOTS AND ORIFICES. REMOVED FAULTY VALVE, PILOT ASSEMBLY, AND THERMOCOUPLE ON RIGHT OVEN. INSTALLED NEW VALVE, PILOT  ASSEMBLY, AND THERMOCOUPLE. REMOVED FAULTY PILOT ASSEMBLY AND THERMOCOUPLE ON LEFT OVEN. INSTALLED NEW PILOT ASSEMBLY, AND THERMOCOUPLE. TESTED UNIT, RIGHT SIDE OVEN PILOT WAS EXTREMELY LARGE AND LOUD(GAS PRESSURE HIGH) STATIC W.C. 9.44. DIALED PRESSURE DOWN AT UNIT REGULATOR, W.C. 6.13. UNIT OPERATION GOOD. JOB COMPLETE.  ***ESTIMATES ARE +/- 10% AND +/- ONE HOUR OF LABOR. THIS JOB IS QUOTED FOR NORMAL BUSINESS HOURS (8AM-5PM, MON-FRI) UNLESS OTHERWISE NOTED. ALL WORK BEFORE 8AM OR AFTER 5PM WILL BE CHARGED AT OVERTIME RATES. ALL FREIGHT IS BASED ON GROUND SHIPPING, TAKING 5-10 DAYS. EXPEDITED SHIPPING WILL INCUR ADDITIONAL CHARGES. THIS ESTIMATE IS IN EFFECT FOR 10 BUSINESS DAYS FROM THE DATE OF ESTIMATE.***",,,VHL00-412063-00002,VHL,VULCAN HART,"TIP,PILOT",3,15.72,,,mth arrive site remove faulty pilot orifice unit griddle instal new pilot orifice remove faulty valve pilot assembly thermocouple right oven instal new valve pilot assembly thermocouple remove faulty pilot assembly thermocouple leave oven instal new pilot assembly thermocouple test unit right oven pilot extremely large loudgas pressure high static wc dial pressure unit regulator wc unit operation good job complete estimate hour labor job quote normal business hour ampm monfri note work pm charge overtime rate freight base ground shipping take day expedite shipping incur additional charge estimate effect business day date estimate,mth arrive site remove faulty pilot orifice unit griddle instal new pilot orifice remove faulty valve pilot assembly thermocouple right oven instal new valve pilot assembly thermocouple remove faulty pilot assembly thermocouple leave oven instal new pilot assembly thermocouple test unit right oven pilot extremely large loudgas pressure high static wc dial pressure unit regulator wc unit operation good job complete estimate hour labor job quote normal business hour ampm monfri note work pm charge overtime rate freight base ground shipping take day expedite shipping incur additional charge estimate effect business day date estimate complete lcs partial lcs partial lcs tjh tom say part come week not repair tueswed tom cooper email approval quote lcs,jj part mh bin unit not work hot stove inspect fire dept gas smell,mth arrive site remove faulty pilot orifice unit griddle instal new pilot orifice remove faulty valve pilot assembly thermocouple right oven instal new valve pilot assembly thermocouple remove faulty pilot assembly thermocouple leave oven instal new pilot assembly thermocouple test unit right oven pilot extremely large loudgas pressure high static wc dial pressure unit regulator wc unit operation good job complete estimate hour labor job quote normal business hour ampm monfri note work pm charge overtime rate freight base ground shipping take day expedite shipping incur additional charge estimate effect business day date estimate complete lcs partial lcs partial lcs tjh tom say part come week not repair tueswed tom cooper email approval quote lcs mth arrive site remove faulty pilot orifice unit griddle instal new pilot orifice remove faulty valve pilot assembly thermocouple right oven instal new valve pilot assembly thermocouple remove faulty pilot assembly thermocouple leave oven instal new pilot assembly thermocouple test unit right oven pilot extremely large loudgas pressure high static wc dial pressure unit regulator wc unit operation good job complete estimate hour labor job quote normal business hour ampm monfri note work pm charge overtime rate freight base ground shipping take day expedite shipping incur additional charge estimate effect business day date estimate
341898,WHA,WHA562145,WHA,562145,2,ROY,ROYAL RANGE,CONVECTION OVEN (GAS),RCOS-1,9/28/2017,10/6/2017,UNIT NOT WORKING - HOT SIDE****OVEN DOOR IS NOT WORKING AGAIN.,NEED TWO BUSHING P#2532  ROYAL OVEN  TOTAL OF LAST BILL ON 9/7/17 IS $399.39  NEED 2 MORE SETS OF THE BUSHINGS P/N ABOVE. ALSO NEED LEFT DOOR P/N 30606,REMOVED LEFT DOOR. FOUND TOP SHAFT SHORTER THAN SUPPOSED TO BE AND NOT GOING ALL THE WAY THROUGH BUSHING. PUT BUSHING ON TEMP SO DOOR WORKING BUT NEED TO ORDER LEFT DOOR FOR PERMANENT REPAIR  REPLACED LEFT SIDE DOOR. TIGHTENED CLOSING CHAIN AND VERIFIED DOOR SHUTTING PROP,,,ROY30606,ROY,ROYAL RANGE,LEFT DOOR ASSEMBLY,1,500,,,remove leave door find shaft shorter suppose not go way bush bushing temp door work need order leave door permanent repair replace leave door tighten closing chain verify door shut prop,need bush p royal oven total bill need set bushing pn need leave door pn,unit not work hot sideoven door not work,need bush p royal oven total bill need set bushing pn need leave door pn remove leave door find shaft shorter suppose not go way bush bushing temp door work need order leave door permanent repair replace leave door tighten closing chain verify door shut prop
98513,WHA,WHA1097188,WHA,1097188,4,RAN,RANDELL,REFRIGERATED WORK TABLE,52365WPR,2/8/2022,2/11/2022,RAIL WILL NOT HOLD TEMP - REFRIG (WC),Randell Authorization number  253319   Spoke to Randell to get part numbers and check warranty unit is under warranty and parts will be shipped out.,"2/8/22 CLP   OPENED UP UNIT TO CHECK RAIL COMPONENTS. FOUND SOLENOID VALVE IS NOT ENGAGING WHEN COIL HAS POWER. SOLENOID COIL HAS STRONG MAGNET WHEN TESTING. CONTACTED RANDELL FOR PART NUMBERS AND TO CHECK WARRANTY. UNIT IS UNDER WARRANTY PARTS AND LABOR. PARTS BEING SHIPPED WILL RETURN TO MAKE REPAIR UPON ARRIVAL.  2/11/22 CLP   AFTER SITE REMOVED PRODUCT FROM UNIT MOVED UNIT OUTSIDE TO BE OUT OF THE WAY OF KITCHEN STAFF DURING REPAIR. INSTALLED PIERCING VALVE AND RECLAIMED REFRIGERANT FROM UNIT. REMOVED TXV, LL SOLENOID VALVE, AND LL DRIER. INSTALLED NEW TXV, LL SOLENOID VALVE, SERVICE PORTS, AND LL DRIER FOR RAIL. PRESSURE TESTED WELDS TO 300PSI. PULLED VACUUM ON UNIT WHILE MAKING ELECTRICAL CONNECTIONS FOR SOLENOID COIL. WEIGHED IN FACTORY CHARGE OF 404a PER DATA TAG. USED NEW 404a TO AVOID ANY CONTAMINATION THAT COULD HAVE CAUSED VALVE TO STICK. RESTARTED SYSTEM AND VERIFIED UNIT BEGAN TO PULL DOWN TO TEMP WHILE OUTSIDE. COOLING OPERATION WORKING. SHUT DOWN UNIT AND MOVED IT BACK IN POSITION ON LINE. RESTARTED TO VERIFY PULL DOWN TO TEMP. AFTER RUN TIME OF 40 MIN UNIT WAS STRUGGLING TO SATISFY. CONTACTED RANDELL AND WAS TOLD TO VERIFY THE TEMP PROBE IS ACCURATE AND IF ACCURATE CHECK SUPERHEAT AND ADJUST TO 11DEGREE. TESTED PROBE IN GLASS OF ICE WATER AND PROBE READ ACCURATE AT 67 DEGREES ON CONTROLLER DUE TO OFFSET. CHECKED SUPERHEAT AND ADJUSTED TO 11DEGREE AND BOX SATISFIED RAIL TEMP SENSOR. UNIT NOW WORKING AT THIS TIME.",,,1261363,126,SUPPLY ITEMS,REFRIGERANT R404A (SOLD BY LB),2,18.75,,,clp open unit check rail component find solenoid valve not engage coil power solenoid coil strong magnet testing contact randell number check warranty unit warranty part labor part ship return repair arrival clp site remove product unit move unit outside way kitchen staff repair instal pierce valve reclaim refrigerant unit remove txv ll solenoid valve ll drier instal new txv ll solenoid valve service port ll drier rail pressure test weld psi pull vacuum unit make electrical connection solenoid coil weigh factory charge data tag new avoid contamination cause valve stick restart system verified unit begin pull temp outside cool operation work shut unit move position line restart verify pull temp run time min unit struggle satisfy contact randell tell verify temp probe accurate accurate check superheat adjust degree test probe glass ice water probe read accurate degree controller offset check superheat adjust degree box satisfied rail temp sensor unit work time,randell authorization number speak randell number check warranty unit warranty part ship,rail not hold temp refrig wc,randell authorization number speak randell number check warranty unit warranty part ship clp open unit check rail component find solenoid valve not engage coil power solenoid coil strong magnet testing contact randell number check warranty unit warranty part labor part ship return repair arrival clp site remove product unit move unit outside way kitchen staff repair instal pierce valve reclaim refrigerant unit remove txv ll solenoid valve ll drier instal new txv ll solenoid valve service port ll drier rail pressure test weld psi pull vacuum unit make electrical connection solenoid coil weigh factory charge data tag new avoid contamination cause valve stick restart system verified unit begin pull temp outside cool operation work shut unit move position line restart verify pull temp run time min unit struggle satisfy contact randell tell verify temp probe accurate accurate check superheat adjust degree test probe glass ice water probe read accurate degree controller offset check superheat adjust degree box satisfied rail temp sensor unit work time
500256,WHA,WHA713367,WHA,713367,1,BLO,BLODGETT,CONVECTION OVEN (ELECTRIC),MARK V-100,1/22/2019,1/23/2019,UNIT HAS A GRINDING SOUND WHEN ON AND RUNNING. (NV),"CHECKED WITH JEFF AT BLODGETT, PER THE INSTALL DATE OF 3/16/18 UNIT IS COVERED UNDER PARTS ONLY WARRANTY. NO AUTH# NEEDED PER JEFF AT BLODGETT  CHECKED OUT UNIT AT MANAGERS REQUEST. UNIT HAD SOME DEBRIS STUCK IN FAN WHEEL. REMOVED DEBRIS FROM FAN AND TESTED. UNIT STILL GRINDING. TRACED GRINDING SOUND TO MAIN BLOWER MOTOR BEARINGS. BEARINGS ARE GOING OUT DUE TO HAVING RUN WITH DEBRIS IN FAN CAUSING THE FAN TO SIT UNEVEN. WILL NEED TO ORDER NEW MOTOR AND REPLACE IN ORDER TO REDUCE NOISE. UNIT IS RUNNING AT THIS TIME. 1/28/19 TOOK APART OVEN REVED FAN BLADE AND MOTOR , INSTALLED NEWVFAN BLADE AND MOTOR REASSEMBLED OVEN AND CHECKED OPERA,TION UNIT BACK IN SERVICE","CHECKED OUT UNIT AT MANAGERS REQUEST. UNIT HAD SOME DEBRIS STUCK IN FAN WHEEL. REMOVED DEBRIS FROM FAN AND TESTED. UNIT STILL GRINDING. TRACED GRINDING SOUND TO MAIN BLOWER MOTOR BEARINGS. BEARINGS ARE GOING OUT DUE TO HAVING RUN WITH DEBRIS IN FAN CAUSING THE FAN TO SIT UNEVEN. WILL NEED TO ORDER NEW MOTOR AND REPLACE IN ORDER TO REDUCE NOISE. UNIT IS RUNNING AT THIS TIME. 1/28/19 TOOK APART OVEN REVED FAN BLADE AND MOTOR , INSTALLED NEW FAN BLADE AND MOTOR REASSEMBLED OVEN AND CHECKED OPERATION UNIT BACK IN SERVICE",,,BLO32244,BLO,BLODGETT,"MOTOR KIT, 230V 2SP 1/3HP",1,360.81,,,check unit manager request unit debris stick fan wheel remove debris fan test unit grind traced grind sound main blower motor bearing bearing go having run debris fan cause fan sit uneven need order new motor replace order reduce noise unit run time take apart oven rev fan blade motor instal new fan blade motor reassemble oven check operation unit service,check jeff blodgett install date unit cover part warranty auth need jeff blodgett check unit manager request unit debris stick fan wheel remove debris fan test unit grind traced grind sound main blower motor bearing bearing go having run debris fan cause fan sit uneven need order new motor replace order reduce noise unit run time take apart oven rev fan blade motor instal newvfan blade motor reassemble oven check operation unit service,unit grind sound run nv,check jeff blodgett install date unit cover part warranty auth need jeff blodgett check unit manager request unit debris stick fan wheel remove debris fan test unit grind traced grind sound main blower motor bearing bearing go having run debris fan cause fan sit uneven need order new motor replace order reduce noise unit run time take apart oven rev fan blade motor instal newvfan blade motor reassemble oven check operation unit service check unit manager request unit debris stick fan wheel remove debris fan test unit grind traced grind sound main blower motor bearing bearing go having run debris fan cause fan sit uneven need order new motor replace order reduce noise unit run time take apart oven rev fan blade motor instal new fan blade motor reassemble oven check operation unit service
235239,WHA,WHA1231571,WHA,1231571,1,CRA,CRATHCO/GRINDMASTER,BEVERAGE DISP OTHER,CS-2E/1D-16,1/6/2023,1/11/2023,ELECTROLUX COLD BEV BUBLER UNIT MOTOR NOT SPINNING (NV),"01/10/23 LDL (1) TOGGLE SWITCH WARRANTY     PART# GM99066  ELECTROLUX COLD BEV BUBLER UNIT - M# CS-2E-16, S#T536293 MOTOR NOT SPINNING OR MAGNET ON MOTOR HAS SLIPPED TOO FAR AWAY - SHOULD BE 29.5MM","01/10/23 LDL ARRIVED ON SITE SPOKE WITH MOD I INFORMED HER I WAS HERE TO LOOK AT BEVERAGE DISPENSER SHE AGREED AND POINTED DISPENSER.  I ADDED WATER AND PLUGGED DISPENSER IN AND TURNED ON DISPENSER DID NOT RUN I REMOVED PANELS AND DONE TROUBLESHOOTING I FOUND THAT TOGGLE SWITCH HAS FAILED I JUMPED POWER WIRES OFF TOGGLE AND WAS ABLE TO GET DISPENSER TO WORK.  I LET DISPENSER RUN FOR A WHILE TO VERIFY THERE ARE NO MORE ISSUES OTHER THAN TOGGLE SWITCH FAILED DISPENSER RAN FINE NO OTHER ISSUES FOUND I WILL ORDER A NEW TOGGLE AND RETURN.  1/18/2023 AM: ARRIVED ON LOCATION AFTER PROCURING PARTS, SPOKE WITH MANAGER LAUREN AND LOCATED UNIT. DISABLED AND DISASSEMBLED UNIT. REMOVED AND REPLACED FAULTY ROCKER SWITCH. TESTED EXISTING SWITCH TO CONFIRM FAILURE AND FOUND THAT THE LINE VOLTAGE SIDE CLOSES HOWEVER THE NEUTRAL SIDE DOES NOT. REASSEMBLED UNIT RESTORED POWER AND TESTED OPERATIONS. UNIT IS OPERATIONAL AT THIS TIME JOB COMPLETE",,,GRM99066,GRM,GRINDMASTER,On-Off Switch Rocker (Switch),1,5.67,,,ldl arrive site speak mod inform look beverage dispenser agree point dispenser add water plug dispenser turn dispenser not run remove panel troubleshooting find toggle switch fail jump power wire toggle able dispenser work let dispenser run verify issue toggle switch fail dispenser run fine issue find order new toggle return arrive location procure part speak manager lauren locate unit disable disassemble unit remove replace faulty rocker switch test exist switch confirm failure find line voltage close neutral not reassemble unit restore power test operation unit operational time job complete,ldl toggle switch warranty gm electrolux cold bev bubler unit m cse st motor not spin magnet motor slip far away mm,electrolux cold bev bubler unit motor not spin nv,ldl toggle switch warranty gm electrolux cold bev bubler unit m cse st motor not spin magnet motor slip far away mm ldl arrive site speak mod inform look beverage dispenser agree point dispenser add water plug dispenser turn dispenser not run remove panel troubleshooting find toggle switch fail jump power wire toggle able dispenser work let dispenser run verify issue toggle switch fail dispenser run fine issue find order new toggle return arrive location procure part speak manager lauren locate unit disable disassemble unit remove replace faulty rocker switch test exist switch confirm failure find line voltage close neutral not reassemble unit restore power test operation unit operational time job complete
708160,WHA,WHA904116,WHA,904116,1,HEP,HENNY PENNY,PRESSURE FRYER,500C,8/14/2020,8/14/2020,UNIT NEEDS PARTS - HOT SIDE    MANAGER WANTS A NEW GASKET FOR THE LID,8-31-2020.  DBL1 .  PROVIDED SERVICE PARTS AND LABOR TO REPLACE THE LID GASKET.  UNIT IS OPERATING PROPERLY AT THIS TIME.,PROVIDED SERVICE PARTS AND LABOR TO REPLACE THE LID GASKET.  UNIT IS OPERATING PROPERLY AT THIS TIME.,,,HEP16120,HEP,HENNY PENNY,SEAL - LID,1,90.45,,,provide service part labor replace lid gasket unit operate properly time,dbl provide service part labor replace lid gasket unit operate properly time,unit need part hot manager want new gasket lid,dbl provide service part labor replace lid gasket unit operate properly time provide service part labor replace lid gasket unit operate properly time
731330,WHA,WHA925829,WHA,925829,1,GAR,GARLAND,OVEN OTHER,MCOE5LDSMO,10/19/2020,10/19/2020,TOP GARLAND BISCUIT OVEN NOT HEATING  CALL DAVE FROM SITE  910-824-1880.,,10-19-2020-JMC- CHECKED OVEN. FOUND NO CONTROL VOLTAGE GOING TO CONTACTOR. CALLED TECH SUPPORT AND SPOKE TO RAYN. HE HAD ME TO CHECK VOLTAGE AND GETTING 120 AT THE COIL. SHOULD BE 208. HE SAID TO REPLACE MOTOR. CALLED AND TALKED TO DAVE. HE SAID TO ORDER THE PART. 10-21-2020-JMC- REMOVED BAD MOTOR AND INSTALLED NEW MOTOR. TESTED OUT AND PUT BACK IN SERVICE.,,,*MISC HARDWARE,MISC,Miscellaneous,MISC HARDWARE/SUPPLIES,1,12,,,jmc check oven find control voltage go contactor call tech support speak rayn check voltage get coil say replace motor call talk dave say order jmc remove bad motor instal new motor test service,,garland biscuit oven not heat dave site,jmc check oven find control voltage go contactor call tech support speak rayn check voltage get coil say replace motor call talk dave say order jmc remove bad motor instal new motor test service
799823,WHA,WHA990259,WHA,990259,1,WEL,WELLS,CONVECTION OVEN (ELECTRIC),M4200,5/3/2021,5/4/2021,CONVECTION OVEN JUST BEEPING- NOT WORKING PROPERLY. UNIT NOT WORKING - HOT SIDE,5-4-RAW1  ARRIVED AND TURNED ON OVEN AND FOUND OVEN HEATING TO 240 DEGREES AND HI LIMIT IS TRIPPING OUT WILL ORDER HI LIMIT AND RETURN  HI LIMIT P/T# 2T- 5-7-2021 RAW1  RETURNED AND REPLACED BAD HI LIMIT AND RUN AND FOUND OVEN HEATING TO 327 DEGREES AND THEN TEMP PROBE DROPS OMS OUT  NEED TO ORDER A TEMP PROBE P/T# 2J-304580 5-12-2021 RAW1  RETURNED AND REPLACED BAD PROBE AND RUN AND CHECKED TEMP AND RECALIBRATED OVEN TO 375 DEGREES OVEN RUNNING AND TEMPING GOOD,5-4-2021 RAW1  ARRIVED AND TURNED ON OVEN AND FOUND OVEN HEATING TO 240 DEGREES AND HI LIMIT IS TRIPPING OUT WILL ORDER HI LIMIT AND RETURN 5-7-2021 RAW1  RETURNED AND REPLACED BAD HI LIMIT AND RUN AND FOUND OVEN HEATING TO 327 DEGREES AND THEN TEMP PROBE DROPS OMS OUT 5-12-2021 RAW1  RETURNED AND REPLACED BAD PROBE AND RUN AND CHECKED TEMP AND RECALIBRATED OVEN TO 375 DEGREES OVEN RUNNING AND TEMPING GOOD,,,STR2T-45180,STR,STAR,"THRMO SNAP DISC,M4200/OC1REPLACES WS-65180",1,125.8,,,raw arrive turn oven find oven heating degree hi limit trip order hi limit return raw return replace bad hi limit run find oven heating degree temp probe drop oms raw return replace bad probe run check temp recalibrate oven degree oven run tempe good,raw arrive turn oven find oven heating degree hi limit trip order hi limit return hi limit pt t raw return replace bad hi limit run find oven heating degree temp probe drop oms need order temp probe pt j raw return replace bad probe run check temp recalibrate oven degree oven run tempe good,convection oven beep not work properly unit not work hot,raw arrive turn oven find oven heating degree hi limit trip order hi limit return hi limit pt t raw return replace bad hi limit run find oven heating degree temp probe drop oms need order temp probe pt j raw return replace bad probe run check temp recalibrate oven degree oven run tempe good raw arrive turn oven find oven heating degree hi limit trip order hi limit return raw return replace bad hi limit run find oven heating degree temp probe drop oms raw return replace bad probe run check temp recalibrate oven degree oven run tempe good
264967,WHA,WHA1262826,WHA,1262826,2,GAR,GARLAND,CLAM SHELL GRIDDLE,MWE-9501,3/22/2023,3/22/2023,"UNIT NEEDS PARTS - HOT SIDE. REFER TO ORIGINAL TICKET NUMBER 1262826. THIS IS AN ESTIMATE TO REPLACE THE  CONTROLLER AND THER PARTS ON YOUR GARLAND GRILL. IF APPROVED, PLEASE SIGN AND RETURN OR AN E-MAIL RESPONSE WOULD BE SUFFICIENT. THANK YOU FOR THE OPPORTUNITY TO SERVICE YOUR EQUIPMENT. 03/22/23 BNM PREPARED AND SENT TO TERESA 03/28/23 BNM APPROVED ORDER NDA TO ASB  3/28/2023: AM  T699258 (GAR1792304) FROM 0800 (WILMINGTON) NDA TO ASB. 3.29.23 CO SHIPPED PARTS NDA TO ASB 1Z29178X0165284463",3/30/23 ASB - PROVIDED PARTS AND SERVICE FOR GARLAND MWE-9501. REMOVED OLD CONDUIT AND REPLACED HARNESS AND TCOUPLE. INSTALLED NEW COMPONENTS. INSTALLED NEW CONTROLLER BOARD. PROGRAMED FOR HOTG AND PERFORMED GAP CALIBRATION AND PROBE CALIBRATION. TESTED UNIT AFTERWARDS AND IT IS NOW COOKING 1/4 and 10 - 1 AS DESIGNED. WILL NEED TO SEND NEW ESTIMATE FOR LEFT PLATEN HEAD. ITS COMPLETELY SEPARATED FROM ARM AND WHOLE PLATEN ASSY NEEDS TO BE REPLACED. UNIT IS RETURNED TO SERVICE.,3/30/23 ASB - PROVIDED PARTS AND SERVICE FOR GARLAND MWE-9501. REMOVED OLD CONDUIT AND REPLACED HARNESS AND TCOUPLE. INSTALLED NEW COMPONENTS. INSTALLED NEW CONTROLLER BOARD. PROGRAMED FOR HOTG AND PERFORMED GAP CALIBRATION AND PROBE CALIBRATION. TESTED UNIT AFTERWARDS AND IT IS NOW COOKING 1/4 and 10 - 1 AS DESIGNED. WILL NEED TO SEND NEW ESTIMATE FOR LEFT PLATEN HEAD. ITS COMPLETELY SEPARATED FROM ARM AND WHOLE PLATEN ASSY NEEDS TO BE REPLACED. UNIT IS RETURNED TO SERVICE.,,,GAR1859807,GAR,GARLAND,PLATEN HARN/STD,1,67.65,,,asb provide part service garland mwe remove old conduit replace harness tcouple instal new component instal new controller board program hotg perform gap calibration probe calibration test unit cook design need send new estimate left platen head completely separate arm platen assy need replace unit return service,asb provide part service garland mwe remove old conduit replace harness tcouple instal new component instal new controller board program hotg perform gap calibration probe calibration test unit cook design need send new estimate left platen head completely separate arm platen assy need replace unit return service,unit need part hot refer original ticket number estimate replace controller ther part garland grill approve sign return email response sufficient thank opportunity service equipment bnm prepare send teresa bnm approve order nda asb t gar wilmington nda asb co ship part nda asb zx,asb provide part service garland mwe remove old conduit replace harness tcouple instal new component instal new controller board program hotg perform gap calibration probe calibration test unit cook design need send new estimate left platen head completely separate arm platen assy need replace unit return service asb provide part service garland mwe remove old conduit replace harness tcouple instal new component instal new controller board program hotg perform gap calibration probe calibration test unit cook design need send new estimate left platen head completely separate arm platen assy need replace unit return service
